-3.992000	1	0.000001
-3.976000	4	0.000002
-3.960000	4	0.000002
-3.944000	9	0.000005
-3.928000	7	0.000004
-3.912000	4	0.000002
-3.896000	10	0.000005
-3.880000	5	0.000003
-3.864000	4	0.000002
-3.848000	7	0.000004
-3.832000	6	0.000003
-3.816000	10	0.000005
-3.800000	6	0.000003
-3.784000	9	0.000005
-3.768000	10	0.000005
-3.752000	9	0.000005
-3.736000	12	0.000006
-3.720000	13	0.000007
-3.704000	15	0.000008
-3.688000	14	0.000007
-3.672000	13	0.000007
-3.656000	16	0.000008
-3.640000	20	0.000011
-3.624000	18	0.000009
-3.608000	16	0.000008
-3.592000	20	0.000011
-3.576000	19	0.000010
-3.560000	25	0.000013
-3.544000	26	0.000014
-3.528000	20	0.000011
-3.512000	25	0.000013
-3.496000	23	0.000012
-3.480000	22	0.000012
-3.464000	32	0.000017
-3.448000	35	0.000018
-3.432000	40	0.000021
-3.416000	38	0.000020
-3.400000	39	0.000021
-3.384000	34	0.000018
-3.368000	47	0.000025
-3.352000	43	0.000023
-3.336000	41	0.000022
-3.320000	61	0.000032
-3.304000	44	0.000023
-3.288000	55	0.000029
-3.272000	57	0.000030
-3.256000	56	0.000029
-3.240000	72	0.000038
-3.224000	74	0.000039
-3.208000	81	0.000043
-3.192000	71	0.000037
-3.176000	84	0.000044
-3.160000	99	0.000052
-3.144000	87	0.000046
-3.128000	88	0.000046
-3.112000	104	0.000055
-3.096000	110	0.000058
-3.080000	112	0.000059
-3.064000	108	0.000057
-3.048000	111	0.000058
-3.032000	131	0.000069
-3.016000	125	0.000066
-3.000000	140	0.000074
-2.984000	132	0.000069
-2.968000	138	0.000073
-2.952000	156	0.000082
-2.936000	171	0.000090
-2.920000	157	0.000083
-2.904000	188	0.000099
-2.888000	191	0.000101
-2.872000	191	0.000101
-2.856000	200	0.000105
-2.840000	194	0.000102
-2.824000	232	0.000122
-2.808000	208	0.000109
-2.792000	233	0.000123
-2.776000	259	0.000136
-2.760000	274	0.000144
-2.744000	274	0.000144
-2.728000	313	0.000165
-2.712000	324	0.000171
-2.696000	291	0.000153
-2.680000	338	0.000178
-2.664000	349	0.000184
-2.648000	329	0.000173
-2.632000	374	0.000197
-2.616000	342	0.000180
-2.600000	416	0.000219
-2.584000	451	0.000237
-2.568000	453	0.000238
-2.552000	416	0.000219
-2.536000	497	0.000262
-2.520000	487	0.000256
-2.504000	542	0.000285
-2.488000	567	0.000298
-2.472000	557	0.000293
-2.456000	564	0.000297
-2.440000	584	0.000307
-2.424000	647	0.000341
-2.408000	656	0.000345
-2.392000	679	0.000357
-2.376000	722	0.000380
-2.360000	750	0.000395
-2.344000	774	0.000407
-2.328000	771	0.000406
-2.312000	787	0.000414
-2.296000	905	0.000476
-2.280000	884	0.000465
-2.264000	915	0.000482
-2.248000	980	0.000516
-2.232000	1014	0.000534
-2.216000	1026	0.000540
-2.200000	1036	0.000545
-2.184000	1116	0.000587
-2.168000	1170	0.000616
-2.152000	1184	0.000623
-2.136000	1201	0.000632
-2.120000	1287	0.000677
-2.104000	1332	0.000701
-2.088000	1354	0.000713
-2.072000	1380	0.000726
-2.056000	1510	0.000795
-2.040000	1481	0.000779
-2.024000	1604	0.000844
-2.008000	1568	0.000825
-1.992000	1695	0.000892
-1.976000	1713	0.000902
-1.960000	1807	0.000951
-1.944000	1868	0.000983
-1.928000	1954	0.001028
-1.912000	1957	0.001030
-1.896000	2008	0.001057
-1.880000	2125	0.001118
-1.864000	2151	0.001132
-1.848000	2257	0.001188
-1.832000	2275	0.001197
-1.816000	2358	0.001241
-1.800000	2497	0.001314
-1.784000	2514	0.001323
-1.768000	2533	0.001333
-1.752000	2618	0.001378
-1.736000	2702	0.001422
-1.720000	2837	0.001493
-1.704000	2721	0.001432
-1.688000	2946	0.001551
-1.672000	2935	0.001545
-1.656000	3164	0.001665
-1.640000	3305	0.001739
-1.624000	3299	0.001736
-1.608000	3410	0.001795
-1.592000	3383	0.001781
-1.576000	3556	0.001872
-1.560000	3561	0.001874
-1.544000	3743	0.001970
-1.528000	3835	0.002018
-1.512000	3892	0.002048
-1.496000	3906	0.002056
-1.480000	4094	0.002155
-1.464000	4105	0.002161
-1.448000	4263	0.002244
-1.432000	4368	0.002299
-1.416000	4681	0.002464
-1.400000	4563	0.002402
-1.384000	4522	0.002380
-1.368000	4941	0.002601
-1.352000	4789	0.002521
-1.336000	5015	0.002639
-1.320000	5004	0.002634
-1.304000	5317	0.002798
-1.288000	5175	0.002724
-1.272000	5322	0.002801
-1.256000	5401	0.002843
-1.240000	5629	0.002963
-1.224000	5660	0.002979
-1.208000	5925	0.003118
-1.192000	6076	0.003198
-1.176000	6135	0.003229
-1.160000	6266	0.003298
-1.144000	6154	0.003239
-1.128000	6582	0.003464
-1.112000	6564	0.003455
-1.096000	6713	0.003533
-1.080000	6772	0.003564
-1.064000	6807	0.003583
-1.048000	6982	0.003675
-1.032000	7208	0.003794
-1.016000	7213	0.003796
-1.000000	7395	0.003892
-0.984000	7544	0.003971
-0.968000	7718	0.004062
-0.952000	7543	0.003970
-0.936000	7758	0.004083
-0.920000	7939	0.004178
-0.904000	8096	0.004261
-0.888000	8218	0.004325
-0.872000	8225	0.004329
-0.856000	8518	0.004483
-0.840000	8284	0.004360
-0.824000	8875	0.004671
-0.808000	8474	0.004460
-0.792000	9102	0.004791
-0.776000	8916	0.004693
-0.760000	9005	0.004739
-0.744000	9205	0.004845
-0.728000	9261	0.004874
-0.712000	9458	0.004978
-0.696000	9634	0.005071
-0.680000	9757	0.005135
-0.664000	9523	0.005012
-0.648000	10016	0.005272
-0.632000	9896	0.005208
-0.616000	9908	0.005215
-0.600000	10192	0.005364
-0.584000	10281	0.005411
-0.568000	10461	0.005506
-0.552000	10522	0.005538
-0.536000	10332	0.005438
-0.520000	10600	0.005579
-0.504000	10720	0.005642
-0.488000	10787	0.005677
-0.472000	11079	0.005831
-0.456000	10749	0.005657
-0.440000	11138	0.005862
-0.424000	10920	0.005747
-0.408000	11259	0.005926
-0.392000	11037	0.005809
-0.376000	11373	0.005986
-0.360000	11261	0.005927
-0.344000	11385	0.005992
-0.328000	11296	0.005945
-0.312000	11541	0.006074
-0.296000	11495	0.006050
-0.280000	11806	0.006214
-0.264000	11549	0.006078
-0.248000	11894	0.006260
-0.232000	11825	0.006224
-0.216000	11501	0.006053
-0.200000	12036	0.006335
-0.184000	11943	0.006286
-0.168000	12090	0.006363
-0.152000	11847	0.006235
-0.136000	12231	0.006437
-0.120000	11877	0.006251
-0.104000	12117	0.006377
-0.088000	12024	0.006328
-0.072000	12169	0.006405
-0.056000	11913	0.006270
-0.040000	12310	0.006479
-0.024000	11978	0.006304
-0.008000	12278	0.006462
0.008000	12363	0.006507
0.024000	11996	0.006314
0.040000	12167	0.006404
0.056000	12082	0.006359
0.072000	12126	0.006382
0.088000	12037	0.006335
0.104000	12152	0.006396
0.120000	11889	0.006257
0.136000	12178	0.006409
0.152000	11973	0.006302
0.168000	12057	0.006346
0.184000	11759	0.006189
0.200000	12050	0.006342
0.216000	11789	0.006205
0.232000	11906	0.006266
0.248000	11902	0.006264
0.264000	11664	0.006139
0.280000	11623	0.006117
0.296000	11537	0.006072
0.312000	11689	0.006152
0.328000	11488	0.006046
0.344000	11461	0.006032
0.360000	11457	0.006030
0.376000	11342	0.005969
0.392000	11022	0.005801
0.408000	11030	0.005805
0.424000	10981	0.005779
0.440000	11132	0.005859
0.456000	10851	0.005711
0.472000	10921	0.005748
0.488000	10796	0.005682
0.504000	10660	0.005611
0.520000	10481	0.005516
0.536000	10245	0.005392
0.552000	10503	0.005528
0.568000	10314	0.005428
0.584000	10239	0.005389
0.600000	9985	0.005255
0.616000	9974	0.005249
0.632000	9819	0.005168
0.648000	9817	0.005167
0.664000	9645	0.005076
0.680000	9609	0.005057
0.696000	9338	0.004915
0.712000	9360	0.004926
0.728000	9188	0.004836
0.744000	9138	0.004809
0.760000	9060	0.004768
0.776000	8802	0.004633
0.792000	8914	0.004692
0.808000	8601	0.004527
0.824000	8777	0.004619
0.840000	8392	0.004417
0.856000	8460	0.004453
0.872000	8097	0.004262
0.888000	8127	0.004277
0.904000	7966	0.004193
0.920000	8057	0.004241
0.936000	7921	0.004169
0.952000	7794	0.004102
0.968000	7899	0.004157
0.984000	7354	0.003871
1.000000	7430	0.003911
1.016000	7252	0.003817
1.032000	7150	0.003763
1.048000	6876	0.003619
1.064000	7022	0.003696
1.080000	6707	0.003530
1.096000	6796	0.003577
1.112000	6519	0.003431
1.128000	6379	0.003357
1.144000	6267	0.003298
1.160000	6217	0.003272
1.176000	6171	0.003248
1.192000	5985	0.003150
1.208000	5904	0.003107
1.224000	5759	0.003031
1.240000	5736	0.003019
1.256000	5338	0.002809
1.272000	5480	0.002884
1.288000	5163	0.002717
1.304000	5220	0.002747
1.320000	5037	0.002651
1.336000	4893	0.002575
1.352000	4806	0.002529
1.368000	4800	0.002526
1.384000	4593	0.002417
1.400000	4575	0.002408
1.416000	4492	0.002364
1.432000	4317	0.002272
1.448000	4256	0.002240
1.464000	4195	0.002208
1.480000	4086	0.002151
1.496000	3994	0.002102
1.512000	3901	0.002053
1.528000	3770	0.001984
1.544000	3774	0.001986
1.560000	3574	0.001881
1.576000	3516	0.001851
1.592000	3390	0.001784
1.608000	3406	0.001793
1.624000	3204	0.001686
1.640000	3246	0.001708
1.656000	3023	0.001591
1.672000	2979	0.001568
1.688000	3006	0.001582
1.704000	2789	0.001468
1.720000	2807	0.001477
1.736000	2690	0.001416
1.752000	2643	0.001391
1.768000	2518	0.001325
1.784000	2587	0.001362
1.800000	2424	0.001276
1.816000	2326	0.001224
1.832000	2208	0.001162
1.848000	2228	0.001173
1.864000	2182	0.001148
1.880000	2108	0.001109
1.896000	2095	0.001103
1.912000	1918	0.001009
1.928000	1832	0.000964
1.944000	1806	0.000951
1.960000	1760	0.000926
1.976000	1770	0.000932
1.992000	1622	0.000854
2.008000	1629	0.000857
2.024000	1553	0.000817
2.040000	1458	0.000767
2.056000	1479	0.000778
2.072000	1415	0.000745
2.088000	1405	0.000739
2.104000	1319	0.000694
2.120000	1312	0.000691
2.136000	1266	0.000666
2.152000	1235	0.000650
2.168000	1184	0.000623
2.184000	1055	0.000555
2.200000	1080	0.000568
2.216000	1118	0.000588
2.232000	1003	0.000528
2.248000	947	0.000498
2.264000	900	0.000474
2.280000	953	0.000502
2.296000	881	0.000464
2.312000	811	0.000427
2.328000	790	0.000416
2.344000	785	0.000413
2.360000	749	0.000394
2.376000	734	0.000386
2.392000	678	0.000357
2.408000	680	0.000358
2.424000	607	0.000319
2.440000	619	0.000326
2.456000	573	0.000302
2.472000	520	0.000274
2.488000	598	0.000315
2.504000	535	0.000282
2.520000	462	0.000243
2.536000	433	0.000228
2.552000	500	0.000263
2.568000	442	0.000233
2.584000	426	0.000224
2.600000	413	0.000217
2.616000	368	0.000194
2.632000	385	0.000203
2.648000	342	0.000180
2.664000	317	0.000167
2.680000	318	0.000167
2.696000	293	0.000154
2.712000	317	0.000167
2.728000	306	0.000161
2.744000	286	0.000151
2.760000	287	0.000151
2.776000	266	0.000140
2.792000	236	0.000124
2.808000	237	0.000125
2.824000	201	0.000106
2.840000	225	0.000118
2.856000	180	0.000095
2.872000	180	0.000095
2.888000	185	0.000097
2.904000	174	0.000092
2.920000	166	0.000087
2.936000	157	0.000083
2.952000	168	0.000088
2.968000	134	0.000071
2.984000	145	0.000076
3.000000	129	0.000068
3.016000	99	0.000052
3.032000	116	0.000061
3.048000	112	0.000059
3.064000	112	0.000059
3.080000	83	0.000044
3.096000	99	0.000052
3.112000	90	0.000047
3.128000	94	0.000049
3.144000	108	0.000057
3.160000	76	0.000040
3.176000	65	0.000034
3.192000	86	0.000045
3.208000	58	0.000031
3.224000	74	0.000039
3.240000	54	0.000028
3.256000	59	0.000031
3.272000	63	0.000033
3.288000	47	0.000025
3.304000	59	0.000031
3.320000	46	0.000024
3.336000	34	0.000018
3.352000	51	0.000027
3.368000	48	0.000025
3.384000	33	0.000017
3.400000	37	0.000019
3.416000	36	0.000019
3.432000	29	0.000015
3.448000	32	0.000017
3.464000	26	0.000014
3.480000	30	0.000016
3.496000	29	0.000015
3.512000	26	0.000014
3.528000	18	0.000009
3.544000	19	0.000010
3.560000	28	0.000015
3.576000	19	0.000010
3.592000	24	0.000013
3.608000	17	0.000009
3.624000	16	0.000008
3.640000	13	0.000007
3.656000	12	0.000006
3.672000	16	0.000008
3.688000	12	0.000006
3.704000	17	0.000009
3.720000	7	0.000004
3.736000	12	0.000006
3.752000	13	0.000007
3.768000	10	0.000005
3.784000	6	0.000003
3.800000	9	0.000005
3.816000	7	0.000004
3.832000	6	0.000003
3.848000	5	0.000003
3.864000	8	0.000004
